net,time
0.004042737,1196
0.004044794,1197
0.00404603,1198
0.004046855,1199
0.00404892,1200
0.004050987,1201
0.004052642,1202
0.004053883,1203
0.004055955,1204
0.004058861,1205
0.004060107,1206
0.00406094,1207
0.004061357,1208
0.004064274,1209
0.004064692,1210
0.004065945,1211
0.004067199,1212
0.004068872,1213
0.004070547,1214
0.004073901,1215
0.004075579,1216
0.004079776,1217
0.004080617,1218
0.004081458,1219
0.004083564,1220
0.004085252,1221
0.004087364,1222
0.004089477,1223
0.004091169,1224
0.00409244,1225
0.004093712,1226
0.004096684,1227
0.004097535,1228
0.004098813,1229
0.004100518,1230
0.00410265,1231
0.004104785,1232
0.00410564,1233
0.004107781,1234
0.00410821,1235
0.004109067,1236
0.004110782,1237
0.004111211,1238
0.004114647,1239
0.004115077,1240
0.004116368,1241
0.004117662,1242
0.004119389,1243
0.004122415,1244
0.004124578,1245
0.004126744,1246
0.004129348,1247
0.004129782,1248
0.004130217,1249
0.004134137,1250
0.004136318,1251
0.00413981,1252
0.004140248,1253
0.004143312,1254
0.004144188,1255
0.004145505,1256
0.004148579,1257
0.004150338,1258
0.004151657,1259
0.004153418,1260
0.004156064,1261
0.00415783,1262
0.00415783,1263
0.004158273,1264
0.004158716,1265
0.00415916,1266
0.004160491,1267
0.004162712,1268
0.004163602,1269
0.004165829,1270
0.004166275,1271
0.004168059,1272
0.004169399,1273
0.004171187,1274
0.004174767,1275
0.00417656,1276
0.004177009,1277
0.004178807,1278
0.004180606,1279
0.004182856,1280
0.004183758,1281
0.004185563,1282
0.004188274,1283
0.004190085,1284
0.004192352,1285
0.004194166,1286
0.00419462,1287
0.004195529,1288
0.004198716,1289
0.004198716,1290
0.00420054,1291
0.004202367,1292
0.004203281,1293
0.004203738,1294
0.004206941,1295
0.004207399,1296
0.004210153,1297
0.004211073,1298
0.004212914,1299
0.004215218,1300
0.00421568,1301
0.004217527,1302
0.004218914,1303
0.004220302,1304
0.004221692,1305
0.004222618,1306
0.0042254,1307
0.004227257,1308
0.004227257,1309
0.004229118,1310
0.004231913,1311
0.004232379,1312
0.00423378,1313
0.004236583,1314
0.004238453,1315
0.004239389,1316
0.004242671,1317
0.00424361,1318
0.00424408,1319
0.004244551,1320
0.004245492,1321
0.004246435,1322
0.004247378,1323
0.004249266,1324
0.004249738,1325
0.00425258,1326
0.004253528,1327
0.004255425,1328
0.004258273,1329
0.004259223,1330
0.00426398,1331
0.00426541,1332
0.004266364,1333
0.00426732,1334
0.004267798,1335
0.004269232,1336
0.004271624,1337
0.004272102,1338
0.004273538,1339
0.004274975,1340
0.004276414,1341
0.004277373,1342
0.004277853,1343
0.004277853,1344
0.004279777,1345
0.004282186,1346
0.004283634,1347
0.0042846,1348
0.00428605,1349
0.004287501,1350
0.004288469,1351
0.004290409,1352
0.004291866,1353
0.004293811,1354
0.004296733,1355
0.004297708,1356
0.004299658,1357
0.004300635,1358
0.004301613,1359
0.004305039,1360
0.004307491,1361
0.004308473,1362
0.004308965,1363
0.00431044,1364
0.004311918,1365
0.004312904,1366
0.004313891,1367
0.004316364,1368
0.004318842,1369
0.004320329,1370
0.004323306,1371
0.004325294,1372
0.004326289,1373
0.004327784,1374
0.004329781,1375
0.00433078,1376
0.00433228,1377
0.004333782,1378
0.004334785,1379
0.00433579,1380
0.004337803,1381
0.004339314,1382
0.004340323,1383
0.004340828,1384
0.004342344,1385
0.004343861,1386
0.004345887,1387
0.004347915,1388
0.004348423,1389
0.004349948,1390
0.004350965,1391
0.004352494,1392
0.004353513,1393
0.004355556,1394
0.004357089,1395
0.004357601,1396
0.004359139,1397
0.004360165,1398
0.004363245,1399
0.004364273,1400
0.004364788,1401
0.004365303,1402
0.004365819,1403
0.004367371,1404
0.004367371,1405
0.004369959,1406
0.004372032,1407
0.00437307,1408
0.004375148,1409
0.00437775,1410
0.004378792,1411
0.004380876,1412
0.004381398,1413
0.004382965,1414
0.004384013,1415
0.004386112,1416
0.004387689,1417
0.004390321,1418
0.004392956,1419
0.004394537,1420
0.004396121,1421
0.004397705,1422
0.004399293,1423
0.004400353,1424
0.004401945,1425
0.004401945,1426
0.004402476,1427
0.004405134,1428
0.004408329,1429
0.004408862,1430
0.004410995,1431
0.004412063,1432
0.004414199,1433
0.004415267,1434
0.004416871,1435
0.004420079,1436
0.004420615,1437
0.004421686,1438
0.004425441,1439
0.004426515,1440
0.004429739,1441
0.004430816,1442
0.004431894,1443
0.004434593,1444
0.004436757,1445
0.004439465,1446
0.004440007,1447
0.004441092,1448
0.004442721,1449
0.004443807,1450
0.004446529,1451
0.004447074,1452
0.004447074,1453
0.004449259,1454
0.004451992,1455
0.004451992,1456
0.004453087,1457
0.004454732,1458
0.004457478,1459
0.004458579,1460
0.00445913,1461
0.004459681,1462
0.004460784,1463
0.004461889,1464
0.004461889,1465
0.004462444,1466
0.004465775,1467
0.004466331,1468
0.004467442,1469
0.004469111,1470
0.004469111,1471
0.004470229,1472
0.004472469,1473
0.004475834,1474
0.00447808,1475
0.004480889,1476
0.004480889,1477
0.004481452,1478
0.004482582,1479
0.004483713,1480
0.004484279,1481
0.004486547,1482
0.004487683,1483
0.004488251,1484
0.004488821,1485
0.004489391,1486
0.004489963,1487
0.00449283,1488
0.004493977,1489
0.004495125,1490
0.004496275,1491
0.004497427,1492
0.00449858,1493
0.004499736,1494
0.004502052,1495
0.00450321,1496
0.004504949,1497
0.00450669,1498
0.004508433,1499
0.00451018,1500
0.004511346,1501
0.0045131,1502
0.004513685,1503
0.004515442,1504
0.004516615,1505
0.004517202,1506
0.004518378,1507
0.004521325,1508
0.004523096,1509
0.004524869,1510
0.004527825,1511
0.004529601,1512
0.004530787,1513
0.004531975,1514
0.00453257,1515
0.004534357,1516
0.004535549,1517
0.004536146,1518
0.004536743,1519
0.004536743,1520
0.00453794,1521
0.004539139,1522
0.00454034,1523
0.004541541,1524
0.004542141,1525
0.004542742,1526
0.004543946,1527
0.004546359,1528
0.004548172,1529
0.004549988,1530
0.004550594,1531
0.0045512,1532
0.004553022,1533
0.004554239,1534
0.004556069,1535
0.004557902,1536
0.004559737,1537
0.004562797,1538
0.00456341,1539
0.004564636,1540
0.004567094,1541
